rank,item_id,outlet,type,language,title,url,published_at,R,S,D,I,r_people,signal_mult,logos,ethos,pathos,d_raw,topics,prompt_version,reach_flag,content_basis,content_access,word_count,fetch_method,r_basis,justification
201,6e94b15ca7000d64,Noticias Telemundo,tv,es,Esta es la crónica del tiroteo mortal en Minneapolis donde tres policías resultaron heridos,https://www.telemundo.com/noticias/noticias-telemundo/crimen-y-violencia/video/esta-es-la-cronica-del-tiroteo-mortal-en-minneapolis-donde-tres-policias-resultaron-heridos-tmvo13220275,2026-09-03T00:00:00+00:00,0.00549618,0.010000,0.266667,0.00001466,1440000.000000,,2,3,3,8,crime:1.00,score_v2,ok,full_text,open,366,transcript_page,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"Brief news brief reporting facts of a shooting incident; minimal reasoning, no named authoritative speaker beyond news outlet, moderate emotional weight from violent subject matter but flat delivery."
202,c130653105dab00c,BBC News (US audience),print_digital,en,"'Beautiful, vibrant' Disney star Carla Jeffery dies aged 33",https://www.bbc.co.uk/news/articles/ceq8r5gjygno?at_medium=RSS&at_campaign=rss,2026-09-03T09:37:34+00:00,0.00047772,0.070000,0.433333,0.00001449,125162.500000,,1,4,8,13,other:1.00,score_v2,ok,full_text,open,473,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Celebrity obituary with tributes from agent, family, and co-stars; no argument or evidence, just emotional remembrance. Ethos moderate from named industry sources; pathos high due to grief-laden quotes and personal messages."
203,bf81d005df40df64,Associated Press,print_digital,en,"Iran targets Kuwait in retaliation for US bombardments, and other Mideast news",https://apnews.com/article/mideast-iran-hormuz-washington-september-3-2026-6b5f8c2e6153fa199cbdb567acef6806,2026-09-03T00:00:00+00:00,0.00029241,0.114000,0.433333,0.00001445,76612.500000,,5,4,4,13,foreign_policy_wars:0.90; democracy_elections:0.10,score_v2,ok,full_text,open,1119,homepage_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"News roundup of Iran-Israel-Gaza conflict developments, citing officials, hospitals, and data sources like Lloyd's List, but with minimal analysis. Wire-service style reporting gives moderate institutional credibility. Descriptions of deaths, funerals, and strikes add emotional weight without overt rhetorical framing."
204,b74e1e0465a94746,Breitbart,print_digital,en,Protectionist and Feminist: Gloria Steinem Agreed With Donald Trump on Trade,https://www.breitbart.com/economy/2026/09/03/protectionist-and-feminist-gloria-steinem-joined-pat-buchanan-to-oppose-the-wto/,2026-09-03T13:56:04+00:00,0.00013268,0.217000,0.500000,0.00001440,34762.500000,,7,6,2,15,economy:0.75; government_leadership:0.15; other:0.10,score_v2,ok,full_text,open,771,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Article traces documented historical record—letters, quotes, essays—to build a reasoned case about Steinem's trade views. Ethos rests on citing named historical figures and Steinem's own established authority. Pathos is low; tone is analytical, historical, mostly affectless."
205,e4d2e7766483db65,Forbes,print_digital,en,DiSC Isn't The Problem: How It's Used Sometimes Is,https://www.forbes.com/councils/forbescoachescouncil/2026/09/03/disc-isnt-the-problem-how-its-used-sometimes-is/,2026-09-03T14:15:00+00:00,0.00022481,0.134000,0.466667,0.00001406,58900.000000,,6,6,2,14,other:0.60; economy:0.40,score_v2,ok,full_text,open,660,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Author, a coaching founder, presents structured reasoning and practical recommendations about DiSC misuse, drawing on professional experience rather than data or studies. Ethos rests on her credentialed niche authority (Forbes Coaches Council). Emotional tone is measured, professional, low intensity."
206,2c9e8b4224606f20,NPR (npr.org),print_digital,en,Trump attempts to combat high gas prices as affordability crisis looms over midterms,https://www.npr.org/2026/09/02/nx-s1-5951976/trump-attempts-to-combat-high-gas-prices-as-affordability-crisis-looms-over-midterms,2026-09-02T08:42:26+00:00,0.00019590,0.175000,0.400000,0.00001371,51325.000000,,5,5,2,12,inflation_cost_of_living:0.50; government_leadership:0.20; foreign_policy_wars:0.20; democracy_elections:0.10,score_v2,ok,full_text,open,820,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"NPR interview format with correspondent citing polling, experts, and named sources (McHenry, Heye) analyzing gas prices and Trump's political response. Measured, analytical tone with little emotional language; moderate institutional authority via NPR and named political operatives, but no dominant personal ethos figure driving persuasion."
207,5f88ba91dfc06354,BBC News (US audience),print_digital,en,How Gloria Steinem changed the lives of generations of women,https://www.bbc.co.uk/news/articles/cqv5wxyp5xwo?at_medium=RSS&at_campaign=rss,2026-09-03T11:26:07+00:00,0.00047772,0.047000,0.600000,0.00001347,125162.500000,,4,8,6,18,other:0.55; abortion:0.25; ethics_morality:0.20,score_v2,ok,full_text,open,2017,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Biographical obituary narrating Steinem's life, activism, and legacy through anecdotes and quotes rather than argument. Ethos high due to her established authority as a feminist icon. Pathos moderate from emotional life events (abuse, harassment, illness); logos low as it's narrative, not evidentiary."
208,69b648f72015bb72,NPR (npr.org),print_digital,en,Ex-National Security Council director on administration's plan for Venezuela oil,https://www.npr.org/2026/09/03/nx-s1-5954063/ex-national-security-council-director-on-administrations-plan-for-venezuela-oil,2026-09-03T08:08:17+00:00,0.00019590,0.133000,0.500000,0.00001303,51325.000000,,7,6,2,15,foreign_policy_wars:0.65; economy:0.20; democracy_elections:0.15,score_v2,ok,full_text,open,1012,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"NPR interview with a former NSC official and think-tank expert, offering reasoned analysis of Venezuela oil deals, risks, and geopolitical implications. Measured, low-emotion tone; credibility rests on institutional/professional background rather than personal fame or audience loyalty."
209,51fc948d866d2cd1,NPR (npr.org),print_digital,en,Veteran political journalist on division among Democrats over democratic socialism,https://www.npr.org/2026/09/03/nx-s1-5910644/veteran-political-journalist-on-division-among-democrats-over-democratic-socialism,2026-09-03T08:08:56+00:00,0.00019590,0.132000,0.500000,0.00001293,51325.000000,,6,7,2,15,government_leadership:0.40; democracy_elections:0.40; healthcare:0.20,score_v2,ok,full_text,open,1362,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Analytical NPR interview with CNN's Ron Brownstein offering reasoned analysis, historical comparisons (2018, 2020, 2016), and electoral data. Brownstein's recognized expertise gives solid ethos. Tone is measured and dispassionate, low emotional intensity despite discussing party division and anger."
210,8f05a7284777bd3c,Associated Press,print_digital,en,USS Lincoln crew hits the streets of Thai beach city after lengthy Middle East deployment,https://apnews.com/article/thailand-pattaya-abraham-lincoln-carrier-crew-ce9febd3795164e9743f22f1daa5c681,2026-09-03T00:00:00+00:00,0.00029241,0.112500,0.366667,0.00001206,76612.500000,,4,4,3,11,foreign_policy_wars:0.85; other:0.15,score_v2,ok,full_text,open,715,homepage_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Straightforward AP news report with quotes from sailors, vendors, and an onlooker; some factual detail on deployment length and mental health concerns. Institutional AP authorship gives moderate ethos; mild human-interest color adds light emotional texture but overall tone is neutral reportage."
211,0a2b8323d98cfcfe,HuffPost,print_digital,en,Canadian PM Mark Carney Tells Trump Team To ‘Stop Throwing Shade’ In Blunt Takedown,https://www.huffpost.com/entry/mark-carney-message-trump-america_n_6a97b193e4b087cf7f006f41,2026-09-02T05:30:03+00:00,0.00011846,0.178000,0.566667,0.00001195,31037.500000,,4,7,6,17,foreign_policy_wars:0.50; economy:0.35; government_leadership:0.15,score_v2,ok,full_text,open,604,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Article reports Carney's blunt rhetoric and trade dispute details, citing tariff figures, election results, and quotes from officials. Carney speaks as sitting PM with domestic political backing, giving him high ethos with Canadian audience. Emotional, combative language ('wiped out,' 'beneath their office') drives moderate pathos; limited deep economic analysis."
212,a9d876d59e1925d5,Fox Business,cable,en,Mamdani bans generative AI for students until 9th grade in nation's largest school district,https://www.foxbusiness.com/politics/mamdani-bans-generative-ai-students-until-9th-grade-nations-largest-school-district,2026-09-02T00:00:00+00:00,0.00055725,0.057000,0.366667,0.00001165,146000.000000,,3,6,2,11,education:0.55; ai_technology:0.30; government_leadership:0.15,score_v2,self_reported,full_text,open,582,homepage_fetch,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"Mostly reports Mamdani's policy announcement with quotes, no independent data on AI's effects, plus a tangential union dispute. Mamdani's mayoral authority carries weight; emotional tone is low, largely factual reporting with limited rhetorical flourish."
213,184dc4763cc62e9d,HuffPost,print_digital,en,Two Democrats Just Bailed Out Mike Johnson — And Hakeem Jeffries Is Furious,https://www.huffpost.com/entry/jared-golden-hakeem-jeffries-rule-vote_n_6a9775e5e4b0a45256171635,2026-09-02T01:50:34+00:00,0.00011846,0.210000,0.466667,0.00001161,31037.500000,,5,6,3,14,government_leadership:0.70; democracy_elections:0.20; economy:0.10,score_v2,ok,full_text,open,493,page_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"Reports procedural vote details, quotes from Jeffries, Golden, Johnson explaining motives and consequences. Some factual context on rule votes but limited counter-evidence. Named political figures carry institutional authority; moderate emotional tone via 'furious', 'blindside', 'breach of trust'."
214,a49276583974111e,Associated Press,print_digital,en,"Gloria Steinem, a potent voice of US feminism and co-founder of Ms. Magazine, dies at 92",https://apnews.com/article/gloria-steinem-dies-724836935f6547fda60f361c15238d14,2026-09-03T00:00:00+00:00,0.00029241,0.070000,0.566667,0.00001160,76612.500000,,2,9,6,17,other:0.50; abortion:0.15; ethics_morality:0.15; government_leadership:0.10; race_relations:0.10,score_v2,ok,full_text,open,2127,homepage_fetch,monthly visits / DIGITAL_ITEMS_PER_MONTH (already US-only (Semrush country split)); a visit is not a read; flat across the outlet's items (no per-item signal),"An obituary narrating Steinem's life, quotes, and legacy rather than argument; minimal reasoning or evidence beyond biographical anecdote. Ethos is very high as Steinem's own authority as a feminist icon is central. Pathos is moderate—emotional anecdotes but reportorial tone overall."
215,14d1082165d82fe8,CNBC,cable,en,https://www.youtube.com/watch?v=2z9g4YevtJY,https://www.youtube.com/watch?v=2z9g4YevtJY,2026-09-03T16:45:33+00:00,0.00054580,0.045000,0.466667,0.00001146,143000.000000,,5,7,2,14,ai_technology:0.75; economy:0.15; education:0.10,score_v2,ok,full_text,open,6242,youtube_transcript,programme average viewers x TV_SEGMENT_SHARE (US-only by construction); flat across the outlet's items (no per-item signal),"Business news transcript featuring CEOs Jensen Huang and Clement Delangue discussing Nvidia's Hugging Face acquisition, plus segments on NBA discipline and NYC AI school policy. Moderate reasoning about open vs closed AI models; high speaker authority given CEO status; low emotional intensity, mostly factual/business tone."
